,LifeExpectancy,Adult Mortality,infant deaths,Alcohol
2520,79.6,73.0,0,6.2
2521,83.4,49.0,0,0.0
2522,83.2,51.0,0,9.61
2523,83.0,52.0,0,9.73
2524,82.7,54.0,0,9.86
2525,82.6,55.0,0,9.99
2526,82.3,57.0,0,10.01
2527,82.1,6.0,0,10.15
2528,82.0,6.0,0,10.29
2529,81.7,63.0,0,10.44
2530,81.5,65.0,0,10.24
2531,81.1,66.0,0,10.15
2532,81.0,69.0,0,10.55
2533,85.0,72.0,0,10.82
2534,84.0,74.0,0,10.85
2535,82.0,75.0,0,11.12
2536,79.7,78.0,0,11.26
2537,64.5,293.0,6,0.0
2538,64.4,294.0,7,0.01
2539,63.6,37.0,7,0.01
2540,62.8,32.0,7,0.01
2541,71.7,163.0,7,0.76
2542,73.7,127.0,7,0.78
2543,73.8,124.0,7,0.81
2544,73.8,122.0,8,0.8
2545,73.8,121.0,8,0.83
2546,73.7,123.0,8,0.97
2547,73.5,127.0,9,0.92
2548,73.2,131.0,9,0.93
2549,73.0,134.0,9,1.29
2550,72.8,135.0,9,1.25
2551,72.7,135.0,10,1.29
2552,72.6,136.0,10,1.41
2553,69.7,161.0,10,0.0
2554,69.6,162.0,10,0.01
2555,69.3,163.0,10,0.01
2556,68.8,164.0,10,0.01
2557,68.1,166.0,10,0.32
2558,67.3,171.0,10,0.32
2559,66.7,174.0,10,0.3
2560,66.4,178.0,10,0.32
2561,66.1,181.0,10,0.35
2562,65.9,183.0,10,0.38
2563,65.5,194.0,10,0.37
2564,65.9,177.0,11,0.38
2565,65.2,182.0,11,0.36
2566,64.3,193.0,12,0.6
2567,64.0,194.0,13,0.86
2568,63.7,198.0,14,0.37
2569,74.9,148.0,8,0.0
2570,74.6,152.0,8,6.41
2571,74.5,153.0,9,6.5
2572,74.3,154.0,9,6.56
2573,74.1,155.0,10,6.07
2574,73.9,158.0,10,5.95
2575,73.7,16.0,11,5.88
2576,73.5,162.0,11,5.92
2577,73.3,165.0,12,6.2
2578,73.0,168.0,13,6.18
2579,72.5,177.0,13,6.26
2580,71.6,189.0,14,6.17
2581,71.7,189.0,15,6.14
2582,71.4,192.0,16,5.93
2583,71.2,194.0,17,5.92
2584,71.1,194.0,18,5.88
2585,75.7,12.0,0,0.0
2586,75.5,12.0,0,1.13
2587,75.3,14.0,0,1.03
2588,75.1,15.0,0,1.23
2589,74.9,17.0,0,1.16
2590,74.7,18.0,0,1.47
2591,74.4,111.0,0,1.77
2592,74.2,111.0,0,1.72
2593,73.5,12.0,0,1.75
2594,73.7,122.0,0,1.74
2595,73.6,12.0,0,1.75
2596,73.5,12.0,0,2.07
2597,73.2,126.0,0,2.4
2598,72.8,128.0,0,2.53
2599,73.1,126.0,0,3.27
2600,72.6,125.0,0,2.86
2601,68.3,152.0,2,0.0
2602,68.0,155.0,2,0.01
2603,67.7,158.0,2,0.01
2604,67.4,159.0,2,0.01
2605,67.2,161.0,2,0.5
2606,66.9,163.0,2,0.1
2607,66.6,165.0,2,0.09
2608,66.2,168.0,2,0.06
2609,65.8,173.0,2,0.05
2610,64.9,186.0,2,0.04
2611,63.7,26.0,3,0.36
2612,62.3,229.0,3,0.38
2613,61.0,25.0,3,0.44
2614,62.0,261.0,3,0.48
2615,59.4,269.0,3,0.5
2616,58.7,276.0,3,0.5
2617,59.9,287.0,13,0.0
2618,59.7,285.0,13,0.01
2619,59.4,287.0,14,0.01
2620,58.9,294.0,14,0.01
2621,58.3,34.0,14,1.44
2622,57.4,323.0,14,1.21
2623,56.7,336.0,14,1.24
2624,56.2,344.0,14,1.33
2625,55.9,344.0,14,1.37
2626,55.7,345.0,15,1.37
2627,55.0,357.0,15,1.14
2628,54.9,355.0,15,1.01
2629,54.7,355.0,15,1.02
2630,54.7,351.0,15,1.0
2631,54.6,345.0,14,0.95
2632,54.6,339.0,14,1.1
2633,73.5,133.0,0,0.0
2634,73.3,135.0,0,0.01
2635,73.2,137.0,0,0.01
2636,73.0,138.0,0,0.01
2637,72.9,14.0,0,0.96
2638,72.8,142.0,0,1.24
2639,72.5,147.0,0,1.08
2640,72.6,145.0,0,1.1
2641,72.5,146.0,0,2.05
2642,72.4,148.0,0,1.79
2643,72.3,15.0,0,1.57
2644,72.2,151.0,0,1.8
2645,72.0,153.0,0,1.79
2646,71.9,155.0,0,1.51
2647,71.8,157.0,0,1.35
2648,71.6,158.0,0,1.24
2649,71.2,17.0,0,0.0
2650,71.1,171.0,0,6.94
2651,71.0,172.0,0,6.71
2652,78.0,174.0,0,6.7
2653,76.0,176.0,0,6.5
2654,74.0,179.0,0,6.5
2655,71.0,183.0,0,6.37
2656,69.9,185.0,0,6.41
2657,69.7,187.0,0,6.37
2658,69.6,188.0,0,6.35
2659,69.5,189.0,0,6.12
2660,69.4,19.0,0,5.82
2661,69.3,191.0,0,5.53
2662,69.2,192.0,0,5.12
2663,69.1,194.0,0,4.55
2664,69.1,197.0,0,4.68
2665,75.3,1.0,3,0.0
2666,75.1,12.0,3,1.39
2667,74.9,13.0,3,1.29
2668,74.9,13.0,3,1.3
2669,74.8,13.0,3,1.29
2670,74.8,12.0,3,1.28
2671,74.7,12.0,3,1.4
2672,74.7,12.0,3,1.37
2673,74.6,12.0,3,1.24
2674,74.4,12.0,3,1.46
2675,74.2,14.0,3,1.37
2676,74.0,15.0,3,1.36
2677,73.7,17.0,4,1.34
2678,73.5,19.0,4,1.17
2679,73.2,11.0,4,1.19
2680,72.9,112.0,4,1.21
2681,75.8,16.0,15,0.0
2682,75.5,17.0,16,1.45
2683,75.2,19.0,17,1.41
2684,74.8,112.0,19,1.54
2685,74.5,114.0,20,1.53
2686,74.2,116.0,21,1.49
2687,73.9,118.0,23,1.4
2688,73.5,121.0,25,1.39
2689,73.2,124.0,26,1.26
2690,72.8,126.0,28,1.29
2691,72.4,129.0,30,1.29
2692,72.0,132.0,33,1.35
2693,71.6,135.0,35,1.42
2694,71.2,138.0,38,1.47
2695,78.0,14.0,41,1.49
2696,74.0,143.0,44,1.54
2697,66.3,215.0,6,0.0
2698,66.0,217.0,7,2.9
2699,65.4,228.0,7,2.93
2700,65.6,22.0,7,2.75
2701,65.6,217.0,7,2.55
2702,65.8,211.0,7,2.48
2703,65.6,215.0,6,2.35
2704,64.5,235.0,6,2.4
2705,64.1,241.0,6,2.58
2706,63.7,245.0,6,2.71
2707,63.3,248.0,6,2.85
2708,63.5,238.0,6,2.86
2709,63.4,231.0,7,2.88
2710,63.3,229.0,7,2.33
2711,64.0,221.0,7,2.35
2712,63.8,224.0,7,2.9
2713,0.0,0.0,0,0.01
2714,62.3,291.0,66,0.0
2715,61.5,38.0,68,0.01
2716,67.0,325.0,71,0.01
2717,60.0,339.0,73,0.01
2718,59.3,347.0,76,10.22
2719,58.4,362.0,79,10.03
2720,57.5,378.0,82,9.63
2721,56.3,41.0,84,9.79
2722,55.5,41.0,88,9.65
2723,54.9,41.0,93,9.81
2724,53.2,446.0,99,10.09
2725,51.3,485.0,104,9.89
2726,51.0,53.0,109,10.16
2727,48.8,523.0,112,10.42
2728,47.7,539.0,115,10.57
2729,46.6,554.0,116,10.47
2730,71.3,195.0,4,0.0
2731,78.0,23.0,4,8.06
2732,71.0,198.0,4,8.44
2733,77.0,25.0,5,8.44
2734,75.0,24.0,5,8.48
2735,69.8,212.0,5,8.39
2736,69.2,231.0,5,8.71
2737,67.7,273.0,5,9.46
2738,67.5,277.0,5,8.86
2739,67.7,267.0,5,7.99
2740,67.0,278.0,5,7.31
2741,67.4,267.0,5,6.79
2742,67.6,256.0,6,5.92
2743,67.6,256.0,6,4.89
2744,67.7,253.0,6,4.31
2745,67.5,257.0,6,4.49
2746,77.1,75.0,1,0.0
2747,76.9,77.0,1,1.91
2748,76.7,78.0,1,1.82
2749,76.5,8.0,1,1.75
2750,76.3,81.0,1,1.73
2751,76.2,82.0,1,1.69
2752,76.0,84.0,1,1.73
2753,75.8,85.0,1,1.86
2754,75.6,87.0,1,1.69
2755,75.4,89.0,1,1.74
2756,75.3,92.0,1,1.79
2757,75.1,95.0,1,1.77
2758,74.9,98.0,1,1.74
2759,74.7,11.0,1,1.72
2760,74.5,14.0,1,1.67
2761,74.2,17.0,1,1.64
2762,81.2,69.0,3,10.66
2763,81.0,71.0,3,10.37
2764,87.0,72.0,3,10.32
2765,86.0,72.0,3,10.42
2766,86.0,74.0,3,10.68
2767,82.0,77.0,3,10.88
2768,81.0,78.0,4,10.79
2769,79.6,8.0,4,11.47
2770,79.5,8.0,4,11.84
2771,79.3,82.0,4,11.61
2772,79.0,82.0,4,12.05
2773,78.8,83.0,4,12.22
2774,78.3,86.0,4,11.85
2775,78.2,87.0,4,11.44
2776,78.0,88.0,4,10.91
2777,77.8,89.0,4,10.59
2778,61.8,279.0,85,0.0
2779,67.0,34.0,86,0.01
2780,59.7,323.0,86,4.2
2781,58.6,348.0,87,3.98
2782,58.3,348.0,88,4.04
2783,57.5,36.0,89,4.19
2784,56.9,368.0,91,3.97
2785,56.2,376.0,92,3.44
2786,54.5,411.0,94,4.4
2787,53.1,437.0,96,4.07
2788,52.2,449.0,97,3.94
2789,51.5,454.0,100,3.81
2790,58.0,459.0,103,2.34
2791,52.0,46.0,106,3.37
2792,49.6,46.0,110,4.09
2793,49.2,457.0,114,3.89
2794,79.3,13.0,23,0.0
2795,79.1,14.0,23,8.82
2796,78.9,16.0,23,8.82
2797,78.8,16.0,24,8.82
2798,78.7,16.0,25,8.67
2799,78.7,15.0,25,8.55
2800,78.5,18.0,26,8.71
2801,78.2,18.0,27,8.74
2802,78.1,11.0,27,8.74
2803,77.8,113.0,28,8.63
2804,77.5,112.0,28,8.52
2805,77.5,111.0,28,8.48
2806,77.2,114.0,28,8.4
2807,77.0,115.0,28,8.33
2808,76.9,115.0,28,8.25
2809,76.8,114.0,28,8.21
2810,77.0,116.0,0,0.0
2811,76.8,117.0,0,6.03
2812,76.8,117.0,0,5.82
2813,76.5,118.0,0,5.77
2814,77.0,111.0,0,5.97
2815,76.3,118.0,0,6.21
2816,76.6,118.0,0,6.67
2817,76.4,119.0,1,6.76
2818,75.4,124.0,1,6.67
2819,76.2,117.0,1,6.58
2820,75.7,123.0,1,6.35
2821,75.4,122.0,1,5.66
2822,75.4,121.0,1,5.11
2823,75.4,124.0,1,5.86
2824,75.2,123.0,1,6.48
2825,75.1,131.0,1,6.65
2826,69.4,184.0,15,0.0
2827,69.2,184.0,16,0.01
2828,69.1,185.0,17,0.01
2829,68.8,184.0,18,0.01
2830,68.5,183.0,19,2.83
2831,68.3,183.0,20,2.73
2832,68.0,183.0,21,2.56
2833,67.9,184.0,22,2.36
2834,67.8,184.0,22,2.15
2835,67.6,185.0,23,1.96
2836,67.3,192.0,24,1.78
2837,67.8,183.0,24,1.59
2838,67.2,183.0,25,1.54
2839,67.1,186.0,27,1.47
2840,67.4,185.0,28,1.53
2841,67.1,189.0,30,1.6
2842,72.0,13.0,0,0.0
2843,71.7,134.0,0,0.01
2844,71.6,135.0,0,0.01
2845,71.4,138.0,0,0.01
2846,71.2,141.0,0,0.85
2847,71.0,145.0,0,0.91
2848,78.0,149.0,0,0.83
2849,75.0,153.0,0,1.18
2850,73.0,157.0,0,1.01
2851,71.0,161.0,0,1.0
2852,69.9,165.0,0,0.88
2853,69.6,169.0,0,0.85
2854,69.4,173.0,0,1.2
2855,69.3,176.0,0,1.24
2856,69.1,179.0,0,0.91
2857,69.0,18.0,0,1.21
2858,74.1,157.0,9,0.0
2859,73.9,158.0,9,6.47
2860,73.8,159.0,9,6.71
2861,73.7,161.0,9,6.7
2862,73.8,158.0,9,6.74
2863,73.7,158.0,9,7.22
2864,73.6,166.0,9,7.59
2865,73.2,168.0,9,8.18
2866,73.4,165.0,9,8.7
2867,73.6,163.0,9,8.27
2868,73.6,158.0,9,7.92
2869,73.3,161.0,10,7.55
2870,72.4,172.0,10,6.3
2871,73.1,167.0,10,6.89
2872,72.5,169.0,10,8.05
2873,72.5,168.0,11,8.01
2874,76.0,127.0,28,0.0
2875,75.9,128.0,28,4.09
2876,75.7,129.0,28,4.0
2877,75.6,13.0,29,4.12
2878,75.4,131.0,29,3.94
2879,75.2,133.0,29,3.93
2880,75.0,134.0,29,3.86
2881,74.9,135.0,28,3.58
2882,74.7,136.0,28,3.01
2883,74.6,136.0,28,2.56
2884,74.4,136.0,29,2.7
2885,74.2,136.0,29,2.86
2886,74.0,137.0,30,2.19
2887,73.8,137.0,30,2.03
2888,73.6,138.0,32,1.84
2889,73.4,139.0,33,1.6
2890,65.7,224.0,37,0.0
2891,65.4,228.0,37,0.01
2892,65.4,226.0,36,0.04
2893,64.7,236.0,36,0.04
2894,64.6,234.0,35,0.04
2895,64.4,233.0,35,0.06
2896,64.1,235.0,36,0.03
2897,63.8,238.0,37,0.04
2898,63.4,24.0,38,0.05
2899,63.0,242.0,39,0.04
2900,62.6,245.0,40,0.04
2901,62.2,247.0,42,0.06
2902,61.9,249.0,43,0.04
2903,61.5,25.0,45,0.07
2904,61.1,251.0,46,0.08
2905,68.0,252.0,48,0.07
2906,61.8,33.0,27,0.0
2907,61.1,314.0,28,0.01
2908,63.0,328.0,29,2.41
2909,59.2,349.0,29,2.59
2910,58.2,366.0,29,2.57
2911,58.0,363.0,30,2.47
2912,57.4,368.0,30,2.3
2913,55.7,45.0,31,2.12
2914,52.6,487.0,32,2.08
2915,58.0,526.0,33,2.25
2916,49.3,554.0,34,2.33
2917,47.9,578.0,36,2.46
2918,46.4,64.0,39,2.33
2919,45.5,69.0,41,2.44
2920,44.6,611.0,43,2.61
2921,43.8,614.0,44,2.62
2922,67.0,336.0,22,0.0
2923,59.2,371.0,23,6.5
2924,58.0,399.0,25,6.39
2925,56.6,429.0,26,6.09
2926,54.9,464.0,28,6.0
2927,52.4,527.0,29,5.21
2928,50.0,587.0,30,4.64
2929,48.2,632.0,30,3.56
2930,46.6,67.0,29,3.88
2931,45.4,7.0,28,4.57
2932,44.6,717.0,28,4.14
2933,44.3,723.0,27,4.36
2934,44.5,715.0,26,4.06
2935,44.8,73.0,25,4.43
2936,45.3,686.0,25,1.72
2937,46.0,665.0,24,1.68
